Name	Date1
KP460669|Victoria|HA|Southeast_Asia|CentralChina|2009-04-30	2009.32602739726
EPI_ISL_69343|Victoria|HA|Southeast_Asia|CentralChina|2009-12-09	2009.93698630137
KP461076|Victoria|HA|Southeast_Asia|CentralChina|2009-11-11	2009.8602739726
KP461575|Victoria|HA|Southeast_Asia|CentralChina|2009-03-30	2009.24109589041
KP460411|Victoria|HA|Southeast_Asia|CentralChina|2009-02-24	2009.14794520548
KP459768|Victoria|HA|Southeast_Asia|CentralChina|2009-03-25	2009.22739726027
KP459477|Victoria|HA|Southeast_Asia|CentralChina|2009-02-24	2009.14794520548
KP460780|Victoria|HA|Southeast_Asia|CentralChina|2009-04-22	2009.30410958904
EPI_ISL_69714|Victoria|HA|Southeast_Asia|CentralChina|2009-12-14	2009.95068493151
KP459583|Victoria|HA|Southeast_Asia|CentralChina|2009-03-03	2009.16712328767
KP461496|Victoria|HA|Southeast_Asia|CentralChina|2009-11-04	2009.84109589041
EPI_ISL_70223|Victoria|HA|Southeast_Asia|HongkongChina|2009-07-09	2009.51780821918
EPI_ISL_33090|Victoria|HA|Southeast_Asia|HongkongChina|2009-04-01	2009.24657534247
EPI_ISL_70224|Victoria|HA|Southeast_Asia|HongkongChina|2009-10-11	2009.77534246575
EPI_ISL_33017|Victoria|HA|Southeast_Asia|Japan|2009-04-17	2009.2904109589
EPI_ISL_33034|Victoria|HA|Southeast_Asia|Japan|2009-01-22	2009.05753424658
EPI_ISL_60569|Victoria|HA|Southeast_Asia|Japan|2009-06-25	2009.47945205479
KC457435|Victoria|HA|Southeast_Asia|Japan|2009-11-16	2009.87397260274
EPI_ISL_60571|Victoria|HA|Southeast_Asia|Japan|2009-06-24	2009.47671232877
EPI_ISL_33065|Victoria|HA|Southeast_Asia|Japan|2009-04-04	2009.25479452055
EPI_ISL_33050|Victoria|HA|Southeast_Asia|Japan|2009-03-10	2009.18630136986
KC457444|Victoria|HA|Southeast_Asia|Japan|2009-11-16	2009.87397260274
KC457437|Victoria|HA|Southeast_Asia|Japan|2009-11-16	2009.87397260274
KC457447|Victoria|HA|Southeast_Asia|Japan|2009-11-17	2009.87671232877
KC457442|Victoria|HA|Southeast_Asia|Japan|2009-11-16	2009.87397260274
EPI_ISL_32999|Victoria|HA|Southeast_Asia|Japan|2009-01-13	2009.03287671233
EPI_ISL_68800|Victoria|HA|Southeast_Asia|Japan|2009-12-13	2009.94794520548
KC457440|Victoria|HA|Southeast_Asia|Japan|2009-11-16	2009.87397260274
EPI_ISL_76594|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2009-06-29	2009.4904109589
OP861866|Victoria|HA|Southeast_Asia|Nepal|2009-03-22	2009.21917808219
OP861865|Victoria|HA|Southeast_Asia|Nepal|2009-03-31	2009.24383561644
OP861869|Victoria|HA|Southeast_Asia|Nepal|2009-11-08	2009.85205479452
OP861863|Victoria|HA|Southeast_Asia|Nepal|2009-05-01	2009.32876712329
OP861867|Victoria|HA|Southeast_Asia|Nepal|2009-03-26	2009.2301369863
KP461092|Victoria|HA|Southeast_Asia|NorthChina|2009-04-27	2009.31780821918
KP460136|Victoria|HA|Southeast_Asia|NorthChina|2009-04-28	2009.32054794521
KR107188|Victoria|HA|Southeast_Asia|NorthChina|2009-12-29	2009.99178082192
KP459596|Victoria|HA|Southeast_Asia|NorthChina|2009-05-20	2009.38082191781
KP461176|Victoria|HA|Southeast_Asia|NorthChina|2009-08-12	2009.61095890411
EPI_ISL_33045|Victoria|HA|Southeast_Asia|NorthChina|2009-03-10	2009.18630136986
KP460947|Victoria|HA|Southeast_Asia|NorthChina|2009-03-16	2009.20273972603
EPI_ISL_68805|Victoria|HA|Southeast_Asia|NorthChina|2009-10-20	2009.8
KR107197|Victoria|HA|Southeast_Asia|NorthChina|2009-12-24	2009.97808219178
KP461534|Victoria|HA|Southeast_Asia|NorthChina|2009-07-06	2009.5095890411
KP460020|Victoria|HA|Southeast_Asia|NorthChina|2009-04-15	2009.28493150685
KP459549|Victoria|HA|Southeast_Asia|NorthChina|2009-12-23	2009.97534246575
KP460920|Victoria|HA|Southeast_Asia|NorthChina|2009-04-02	2009.24931506849
KP460157|Victoria|HA|Southeast_Asia|NorthChina|2009-02-03	2009.0904109589
KP460169|Victoria|HA|Southeast_Asia|NorthChina|2009-05-12	2009.35890410959
EPI_ISL_60163|Victoria|HA|Southeast_Asia|Philippines|2009-02-23	2009.14520547945
EPI_ISL_34753|Victoria|HA|Southeast_Asia|Singapore|2009-06-03	2009.41917808219
EPI_ISL_60298|Victoria|HA|Southeast_Asia|Singapore|2009	2009.52492465753
KC986483|Victoria|HA|Southeast_Asia|SouthChina|2009-07-15	2009.53424657534
KC986476|Victoria|HA|Southeast_Asia|SouthChina|2009-07-03	2009.50136986301
KC986429|Victoria|HA|Southeast_Asia|SouthChina|2009-05-22	2009.38630136986
KC986455|Victoria|HA|Southeast_Asia|SouthChina|2009-06-12	2009.44383561644
KC986442|Victoria|HA|Southeast_Asia|SouthChina|2009-06-03	2009.41917808219
KC986408|Victoria|HA|Southeast_Asia|SouthChina|2009-03-18	2009.20821917808
KC986499|Victoria|HA|Southeast_Asia|SouthChina|2009-08-07	2009.59726027397
KP460824|Victoria|HA|Southeast_Asia|SouthChina|2009-07-09	2009.51780821918
KC986474|Victoria|HA|Southeast_Asia|SouthChina|2009-07-03	2009.50136986301
KC986459|Victoria|HA|Southeast_Asia|SouthChina|2009-06-17	2009.45753424658
EPI_ISL_78581|Victoria|HA|Southeast_Asia|SouthKorea|2009-09-15	2009.70410958904
EPI_ISL_69349|Victoria|HA|Southeast_Asia|SouthKorea|2009-11-24	2009.89589041096
EPI_ISL_34769|Victoria|HA|Southeast_Asia|TaiwanChina|2009-04-17	2009.2904109589
EPI_ISL_348540|Victoria|HA|Southeast_Asia|TaiwanChina|2009-08-05	2009.59178082192
EPI_ISL_60162|Victoria|HA|Southeast_Asia|Thailand|2009-03-03	2009.16712328767
KP460188|Victoria|HA|Southeast_Asia|Bangladesh|2010-04-27	2010.31780821918
EPI_ISL_76945|Victoria|HA|Southeast_Asia|Bangladesh|2010-04-01	2010.24657534247
KP460859|Victoria|HA|Southeast_Asia|Bangladesh|2010-01-26	2010.06849315068
KP460453|Victoria|HA|Southeast_Asia|Bangladesh|2010-06-22	2010.47123287671
KP461271|Victoria|HA|Southeast_Asia|Bangladesh|2010-07-05	2010.50684931507
EPI_ISL_83913|Victoria|HA|Southeast_Asia|Bangladesh|2010-09-01	2010.66575342466
OP678292|Victoria|HA|Southeast_Asia|Bhutan|2010-02-08	2010.10410958904
OP678259|Victoria|HA|Southeast_Asia|Bhutan|2010-08-12	2010.61095890411
OP678258|Victoria|HA|Southeast_Asia|Bhutan|2010-08-12	2010.61095890411
OP678302|Victoria|HA|Southeast_Asia|Bhutan|2010-09-18	2010.71232876712
JN588968|Victoria|HA|Southeast_Asia|Cambodia|2010-10-06	2010.76164383562
JN588966|Victoria|HA|Southeast_Asia|Cambodia|2010-10-10	2010.77260273973
EPI_ISL_79476|Victoria|HA|Southeast_Asia|Cambodia|2010-07-13	2010.52876712329
EPI_ISL_79567|Victoria|HA|Southeast_Asia|CentralChina|2010-04-28	2010.32054794521
KP459896|Victoria|HA|Southeast_Asia|CentralChina|2010-03-17	2010.20547945205
EPI_ISL_75977|Victoria|HA|Southeast_Asia|CentralChina|2010-01-04	2010.00821917808
EPI_ISL_79568|Victoria|HA|Southeast_Asia|CentralChina|2010-05-23	2010.38904109589
EPI_ISL_71843|Victoria|HA|Southeast_Asia|CentralChina|2010-01-17	2010.04383561644
EPI_ISL_83943|Victoria|HA|Southeast_Asia|CentralChina|2010-07-05	2010.50684931507
EPI_ISL_86981|Victoria|HA|Southeast_Asia|CentralChina|2010-09-19	2010.71506849315
EPI_ISL_81451|Victoria|HA|Southeast_Asia|CentralChina|2010-04-06	2010.2602739726
KP459454|Victoria|HA|Southeast_Asia|CentralChina|2010-05-03	2010.33424657534
KP460684|Victoria|HA|Southeast_Asia|CentralChina|2010-03-21	2010.21643835616
EPI_ISL_83658|Victoria|HA|Southeast_Asia|CentralChina|2010-06-07	2010.4301369863
EPI_ISL_74820|Victoria|HA|Southeast_Asia|CentralChina|2010-01-19	2010.04931506849
KP460880|Victoria|HA|Southeast_Asia|CentralChina|2010-05-12	2010.35890410959
KP460185|Victoria|HA|Southeast_Asia|CentralChina|2010-07-23	2010.55616438356
MF955643|Victoria|HA|Southeast_Asia|HongkongChina|2010-03	2010.20432465753
EPI_ISL_76999|Victoria|HA|Southeast_Asia|HongkongChina|2010-02-03	2010.0904109589
JX429668|Victoria|HA|Southeast_Asia|HongkongChina|2010-10-27	2010.81917808219
MF955648|Victoria|HA|Southeast_Asia|HongkongChina|2010-08	2010.62372465753
MF955478|Victoria|HA|Southeast_Asia|HongkongChina|2010-10	2010.78932465753
JX429660|Victoria|HA|Southeast_Asia|HongkongChina|2010-03-23	2010.22191780822
EPI_ISL_76923|Victoria|HA|Southeast_Asia|HongkongChina|2010-03-02	2010.16438356164
EPI_ISL_86158|Victoria|HA|Southeast_Asia|HongkongChina|2010-12-26	2010.98356164384
EPI_ISL_79377|Victoria|HA|Southeast_Asia|HongkongChina|2010-07-11	2010.52328767123
EPI_ISL_246649|Victoria|HA|Southeast_Asia|HongkongChina|2010-12-02	2010.91780821918
EPI_ISL_79611|Victoria|HA|Southeast_Asia|HongkongChina|2010-07-16	2010.53698630137
EPI_ISL_77000|Victoria|HA|Southeast_Asia|HongkongChina|2010-03-03	2010.16712328767
MF955484|Victoria|HA|Southeast_Asia|HongkongChina|2010-05	2010.36892465753
JX429656|Victoria|HA|Southeast_Asia|HongkongChina|2010-02-24	2010.14794520548
JX429654|Victoria|HA|Southeast_Asia|HongkongChina|2010-01-14	2010.03561643836
KF705488|Victoria|HA|Southeast_Asia|India|2010-12-20	2010.96712328767
EPI_ISL_98928|Victoria|HA|Southeast_Asia|India|2010-09-01	2010.66575342466
EPI_ISL_98929|Victoria|HA|Southeast_Asia|India|2010-09-20	2010.71780821918
EPI_ISL_83196|Victoria|HA|Southeast_Asia|India|2010-09-07	2010.68219178082
KP460340|Victoria|HA|Southeast_Asia|India|2010-04-23	2010.30684931507
KF705481|Victoria|HA|Southeast_Asia|India|2010-11-30	2010.91232876712
JF965355|Victoria|HA|Southeast_Asia|India|2010-04-08	2010.26575342466
KP461258|Victoria|HA|Southeast_Asia|India|2010-05-10	2010.35342465753
EPI_ISL_364539|Victoria|HA|Southeast_Asia|IndonesiaEastTimor|2010-09-13	2010.69863013699
EPI_ISL_77297|Victoria|HA|Southeast_Asia|Japan|2010-03-16	2010.20273972603
EPI_ISL_79287|Victoria|HA|Southeast_Asia|Japan|2010-06-10	2010.43835616438
EPI_ISL_78863|Victoria|HA|Southeast_Asia|Japan|2010-04-07	2010.26301369863
EPI_ISL_74815|Victoria|HA|Southeast_Asia|Japan|2010-03-03	2010.16712328767
EPI_ISL_74811|Victoria|HA|Southeast_Asia|Japan|2010-02-23	2010.14520547945
EPI_ISL_79555|Victoria|HA|Southeast_Asia|Japan|2010-07-02	2010.49863013699
EPI_ISL_86949|Victoria|HA|Southeast_Asia|Japan|2010-04-27	2010.31780821918
EPI_ISL_74812|Victoria|HA|Southeast_Asia|Japan|2010-02-04	2010.09315068493
EPI_ISL_81438|Victoria|HA|Southeast_Asia|Japan|2010-03-12	2010.19178082192
EPI_ISL_104049|Victoria|HA|Southeast_Asia|Japan|2010-09-03	2010.67123287671
EPI_ISL_77282|Victoria|HA|Southeast_Asia|Japan|2010-04-20	2010.29863013699
EPI_ISL_79556|Victoria|HA|Southeast_Asia|Japan|2010-07-28	2010.5698630137
KP460714|Victoria|HA|Southeast_Asia|Laos|2010-11-16	2010.87397260274
EPI_ISL_83253|Victoria|HA|Southeast_Asia|Laos|2010-08-17	2010.62465753425
KP460182|Victoria|HA|Southeast_Asia|Laos|2010-09-20	2010.71780821918
EPI_ISL_90074|Victoria|HA|Southeast_Asia|Laos|2010-10-05	2010.75890410959
EPI_ISL_90080|Victoria|HA|Southeast_Asia|Laos|2010-11-25	2010.89863013699
EPI_ISL_90083|Victoria|HA|Southeast_Asia|Laos|2010-10-18	2010.79452054795
EPI_ISL_90079|Victoria|HA|Southeast_Asia|Laos|2010-11-23	2010.89315068493
EPI_ISL_83257|Victoria|HA|Southeast_Asia|Laos|2010-09-06	2010.67945205479
EPI_ISL_90076|Victoria|HA|Southeast_Asia|Laos|2010-10-11	2010.77534246575
EPI_ISL_90077|Victoria|HA|Southeast_Asia|Laos|2010-10-26	2010.81643835616
EPI_ISL_83250|Victoria|HA|Southeast_Asia|Laos|2010-07-01	2010.49589041096
EPI_ISL_76641|Victoria|HA|Southeast_Asia|MacaoChina|2010-03-30	2010.24109589041
EPI_ISL_13871227|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010-07-22	2010.55342465753
EPI_ISL_99652|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010-07-27	2010.56712328767
KX269904|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010-10-25	2010.81369863014
KX269905|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010-11-19	2010.88219178082
KX269901|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010-07-21	2010.55068493151
KX269903|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010-09-22	2010.72328767123
EPI_ISL_86148|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010-08-10	2010.60547945205
EPI_ISL_86159|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010-10-17	2010.79178082192
EPI_ISL_86142|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2010	2010.82562465753
OP861880|Victoria|HA|Southeast_Asia|Nepal|2010-10-04	2010.75616438356
OP861878|Victoria|HA|Southeast_Asia|Nepal|2010-09-30	2010.74520547945
OP861876|Victoria|HA|Southeast_Asia|Nepal|2010-09-17	2010.7095890411
KP460645|Victoria|HA|Southeast_Asia|Nepal|2010-08-23	2010.64109589041
OP861873|Victoria|HA|Southeast_Asia|Nepal|2010-08-31	2010.66301369863
OP861875|Victoria|HA|Southeast_Asia|Nepal|2010-09-08	2010.68493150685
OP861879|Victoria|HA|Southeast_Asia|Nepal|2010-10-03	2010.75342465753
KP461298|Victoria|HA|Southeast_Asia|Nepal|2010-08-30	2010.6602739726
OP861884|Victoria|HA|Southeast_Asia|Nepal|2010-10-26	2010.81643835616
OP861883|Victoria|HA|Southeast_Asia|Nepal|2010-10-10	2010.77260273973
OP861874|Victoria|HA|Southeast_Asia|Nepal|2010-09-02	2010.66849315068
OP861870|Victoria|HA|Southeast_Asia|Nepal|2010-08-20	2010.63287671233
OP861886|Victoria|HA|Southeast_Asia|Nepal|2010-08-16	2010.62191780822
KR107194|Victoria|HA|Southeast_Asia|NorthChina|2010-01-18	2010.04657534247
KR107185|Victoria|HA|Southeast_Asia|NorthChina|2010-01-21	2010.05479452055
KP460570|Victoria|HA|Southeast_Asia|NorthChina|2010-08-05	2010.59178082192
KT424146|Victoria|HA|Southeast_Asia|NorthChina|2010-03-09	2010.18356164384
EPI_ISL_71473|Victoria|HA|Southeast_Asia|NorthChina|2010-01-26	2010.06849315068
EPI_ISL_75975|Victoria|HA|Southeast_Asia|NorthChina|2010-01-06	2010.01369863014
KR107191|Victoria|HA|Southeast_Asia|NorthChina|2010-01-25	2010.06575342466
EPI_ISL_74818|Victoria|HA|Southeast_Asia|NorthChina|2010-01-02	2010.00273972603
EPI_ISL_76952|Victoria|HA|Southeast_Asia|NorthChina|2010-03-24	2010.22465753425
KR107186|Victoria|HA|Southeast_Asia|NorthChina|2010-03-08	2010.18082191781
KP460753|Victoria|HA|Southeast_Asia|NorthChina|2010-03-20	2010.21369863014
KT424145|Victoria|HA|Southeast_Asia|NorthChina|2010-03-10	2010.18630136986
EPI_ISL_75976|Victoria|HA|Southeast_Asia|NorthChina|2010-01-04	2010.00821917808
KP460489|Victoria|HA|Southeast_Asia|NorthChina|2010-02-02	2010.08767123288
KP461439|Victoria|HA|Southeast_Asia|NorthChina|2010-04-13	2010.27945205479
LC107172|Victoria|HA|Southeast_Asia|Philippines|2010-08	2010.62372465753
LC107159|Victoria|HA|Southeast_Asia|Philippines|2010-07	2010.53992465753
LC107175|Victoria|HA|Southeast_Asia|Philippines|2010-08	2010.62452465753
EPI_ISL_86160|Victoria|HA|Southeast_Asia|Philippines|2010-12-01	2010.91506849315
EPI_ISL_86451|Victoria|HA|Southeast_Asia|Philippines|2010-11-24	2010.89589041096
LC107158|Victoria|HA|Southeast_Asia|Philippines|2010-07	2010.54002465753
LC107190|Victoria|HA|Southeast_Asia|Philippines|2010-11	2010.87252465753
LC107179|Victoria|HA|Southeast_Asia|Philippines|2010-08	2010.62442465753
KP459718|Victoria|HA|Southeast_Asia|Philippines|2010-09-27	2010.73698630137
JQ599474|Victoria|HA|Southeast_Asia|Singapore|2010-09-17	2010.7095890411
JQ599444|Victoria|HA|Southeast_Asia|Singapore|2010-07-21	2010.55068493151
JQ599450|Victoria|HA|Southeast_Asia|Singapore|2010-08-06	2010.59452054795
JQ599449|Victoria|HA|Southeast_Asia|Singapore|2010-08-02	2010.58356164384
JQ599443|Victoria|HA|Southeast_Asia|Singapore|2010-07-20	2010.54794520548
EPI_ISL_77079|Victoria|HA|Southeast_Asia|Singapore|2010-04-09	2010.26849315068
JQ599498|Victoria|HA|Southeast_Asia|Singapore|2010-10-26	2010.81643835616
JQ599480|Victoria|HA|Southeast_Asia|Singapore|2010-09-29	2010.74246575342
JQ599495|Victoria|HA|Southeast_Asia|Singapore|2010-10-14	2010.78356164384
JQ599467|Victoria|HA|Southeast_Asia|Singapore|2010-09-09	2010.68767123288
JQ599493|Victoria|HA|Southeast_Asia|Singapore|2010-10-13	2010.78082191781
JQ599466|Victoria|HA|Southeast_Asia|Singapore|2010-09-08	2010.68493150685
KC986577|Victoria|HA|Southeast_Asia|SouthChina|2010-04-21	2010.30136986301
KC986549|Victoria|HA|Southeast_Asia|SouthChina|2010-03-31	2010.24383561644
KC986601|Victoria|HA|Southeast_Asia|SouthChina|2010-05-12	2010.35890410959
EPI_ISL_83238|Victoria|HA|Southeast_Asia|SouthChina|2010-07-06	2010.5095890411
KC986605|Victoria|HA|Southeast_Asia|SouthChina|2010-05-19	2010.37808219178
KC986575|Victoria|HA|Southeast_Asia|SouthChina|2010-04-21	2010.30136986301
KC986546|Victoria|HA|Southeast_Asia|SouthChina|2010-03-31	2010.24383561644
KP460618|Victoria|HA|Southeast_Asia|SouthChina|2010-03-09	2010.18356164384
KC986567|Victoria|HA|Southeast_Asia|SouthChina|2010-04-16	2010.28767123288
EPI_ISL_81447|Victoria|HA|Southeast_Asia|SouthChina|2010-04-12	2010.27671232877
KC986539|Victoria|HA|Southeast_Asia|SouthChina|2010-03-24	2010.22465753425
KP461149|Victoria|HA|Southeast_Asia|SouthChina|2010-04-28	2010.32054794521
KC986588|Victoria|HA|Southeast_Asia|SouthChina|2010-04-28	2010.32054794521
EPI_ISL_83935|Victoria|HA|Southeast_Asia|SouthChina|2010-09-14	2010.70136986301
KC986581|Victoria|HA|Southeast_Asia|SouthChina|2010-04-23	2010.30684931507
KC986544|Victoria|HA|Southeast_Asia|SouthChina|2010-03-31	2010.24383561644
JX456140|Victoria|HA|Southeast_Asia|SouthKorea|2010-03-15	2010.2
EPI_ISL_79733|Victoria|HA|Southeast_Asia|SouthKorea|2010-04-13	2010.27945205479
JX456146|Victoria|HA|Southeast_Asia|SouthKorea|2010-04-22	2010.30410958904
EPI_ISL_81440|Victoria|HA|Southeast_Asia|SouthKorea|2010-03-29	2010.23835616438
EPI_ISL_95086|Victoria|HA|Southeast_Asia|SouthKorea|2010-04-03	2010.25205479452
EPI_ISL_81441|Victoria|HA|Southeast_Asia|SouthKorea|2010-03-30	2010.24109589041
EPI_ISL_81442|Victoria|HA|Southeast_Asia|SouthKorea|2010-04-07	2010.26301369863
EPI_ISL_81443|Victoria|HA|Southeast_Asia|SouthKorea|2010-04-10	2010.27123287671
EPI_ISL_79477|Victoria|HA|Southeast_Asia|SouthKorea|2010-04-09	2010.26849315068
JX456139|Victoria|HA|Southeast_Asia|SouthKorea|2010-03-04	2010.1698630137
